epoch	batch	iter	loss	Accuracy	Precision	Recall	lr
1	27	27	0.03449083864688873	0.0	0.010082875611126385	0.06249999999999999	0.01
1	28	28	0.01822103001177311	0.0	0.017558321188835897	0.10625	0.01
1	29	29	0.01959318481385708	0.0	0.012537712440963215	0.07708333333333334	0.01
1	30	30	0.028868427500128746	0.0	0.017931163693547594	0.10625	0.01
1	31	31	0.024854876101017	0.0	0.015142904974795392	0.0875	0.01
1	32	32	0.013093527406454086	0.0	0.013516936741705479	0.08229166666666667	0.01
1	33	33	0.04557929188013077	0.0	0.009986566742081447	0.06458333333333333	0.01
1	34	34	0.02365686744451523	0.0	0.024177675274686658	0.11666666666666667	0.01
2	1	35	0.026729881763458252	0.0	0.008497610513739545	0.04895833333333333	0.01
2	2	36	0.01705894246697426	0.0	0.010856569303194025	0.05416666666666666	0.01
2	3	37	0.013867948204278946	0.0	0.04101168055825178	0.19583333333333333	0.01
2	4	38	0.013524651527404785	0.0	0.01114955357142857	0.05208333333333333	0.01
2	5	39	0.016966715455055237	0.0	0.03167782738095238	0.15833333333333333	0.01
2	6	40	0.012929828837513924	0.0	0.017328689581524857	0.08750000000000001	0.01
2	7	41	0.013615659438073635	0.0	0.01533036647260785	0.07916666666666666	0.01
2	8	42	0.020982610061764717	0.0	0.02955690290300443	0.12187500000000001	0.01
2	9	43	0.014669385738670826	0.0	0.02777543046658489	0.11875	0.01
2	10	44	0.018530435860157013	0.0	0.012754629629629631	0.05416666666666666	0.01
2	11	45	0.020984400063753128	0.0	0.009672619047619048	0.04375	0.01
2	12	46	0.023457450792193413	0.0	0.01748263059404364	0.075	0.01
2	13	47	0.02193598821759224	0.0	0.01249380117633491	0.059375	0.01
2	14	48	0.014157920144498348	0.0	0.01490794047906117	0.06979166666666667	0.01
2	15	49	0.015195216052234173	0.0	0.02112035195009333	0.09895833333333334	0.01
2	16	50	0.013413980603218079	0.0	0.014643948543405064	0.06770833333333333	0.01
2	17	51	0.015053199604153633	0.0	0.012508012820512822	0.05208333333333333	0.01
2	18	52	0.02895362861454487	0.0	0.016168981481481482	0.06458333333333333	0.01
2	19	53	0.012110843323171139	0.0	0.010901915113871634	0.041666666666666664	0.01
2	20	54	0.014792296104133129	0.0	0.0125986975986976	0.05416666666666666	0.01
2	21	55	0.01564909517765045	0.0	0.017211792836792836	0.07500000000000001	0.01
2	22	56	0.01972542703151703	0.0	0.023630690967647486	0.1	0.01
2	23	57	0.051938120275735855	0.0	0.03357589534559643	0.13749999999999998	0.01
2	24	58	0.03494986891746521	0.0	0.023758843931478202	0.09791666666666665	0.01
2	25	59	0.016622956842184067	0.0	0.011659490871447395	0.04583333333333334	0.01
2	26	60	0.03880991414189339	0.0	0.010007440476190475	0.03125	0.01
2	27	61	0.024020561948418617	0.0	0.006747159090909091	0.02291666666666667	0.01
2	28	62	0.014642457477748394	0.0	0.017769607843137254	0.05208333333333333	0.01
2	29	63	0.01735132746398449	0.0	0.01567988658013813	0.04375	0.01
2	30	64	0.02402508445084095	0.0	0.006801470588235294	0.020833333333333332	0.01
2	31	65	0.01925058476626873	0.0	0.016714585576793648	0.05416666666666666	0.01
2	32	66	0.014207628555595875	0.0	0.018678977272727274	0.06770833333333333	0.01
2	33	67	0.03144757077097893	0.0	0.013610197368421052	0.04375	0.01
2	34	68	0.016344735398888588	0.0	0.024145962732919253	0.06458333333333333	0.01
3	1	69	0.020866258069872856	0.0	0.00775375939849624	0.025	0.01
3	2	70	0.018209436908364296	0.0	0.004166666666666667	0.010416666666666666	0.01
3	3	71	0.01570400409400463	0.0	0.006414473684210526	0.020833333333333332	0.01
3	4	72	0.013930249027907848	0.0	0.01539264828738513	0.041666666666666664	0.01
3	5	73	0.015952574089169502	0.0	0.028672385620915033	0.08541666666666665	0.01
3	6	74	0.013397403061389923	0.0	0.016777544351073762	0.05208333333333333	0.01
3	7	75	0.014770114794373512	0.0	0.0185138326585695	0.060416666666666674	0.01
3	8	76	0.0180131196975708	0.0	0.02117141812865497	0.06458333333333333	0.01
3	9	77	0.015340514481067657	0.0	0.019205209994683677	0.0625	0.01
3	10	78	0.017152659595012665	0.0	0.019695205157161676	0.06770833333333333	0.01
3	11	79	0.019136518239974976	0.0	0.02456206144665224	0.08958333333333333	0.01
3	12	80	0.01981971599161625	0.0	0.027754508162585373	0.11145833333333333	0.01
3	13	81	0.02032560110092163	0.0	0.026524627747453833	0.12604166666666666	0.01
3	14	82	0.014305687509477139	0.0	0.021636679292929294	0.1	0.01
3	15	83	0.01561251375824213	0.0	0.025111495981529713	0.11458333333333334	0.01
3	16	84	0.013570677489042282	0.0	0.014020046982003502	0.06770833333333333	0.01
3	17	85	0.015430287458002567	0.0	0.02184632192855877	0.08333333333333333	0.01
3	18	86	0.024495230987668037	0.0	0.015269838856795379	0.06458333333333333	0.01
3	19	87	0.012235167436301708	0.0	0.009764348976305497	0.04375	0.01
3	20	88	0.015520267188549042	0.0	0.010209710812796367	0.041666666666666664	0.01
3	21	89	0.016111260280013084	0.0	0.011919521390098602	0.056249999999999994	0.01
3	22	90	0.01756049320101738	0.0	0.023455744199958786	0.11041666666666668	0.01
3	23	91	0.03982033208012581	0.0	0.019817619914127265	0.09375000000000001	0.01
3	24	92	0.0267497468739748	0.0	0.025570124603916677	0.11875	0.01
3	25	93	0.015520069748163223	0.0	0.017575653513153513	0.0875	0.01
3	26	94	0.02669944241642952	0.0	0.01990036823010961	0.09999999999999999	0.01
3	27	95	0.020977461710572243	0.0	0.0021551724137931034	0.010416666666666666	0.01
3	28	96	0.014854545705020428	0.0	0.01573576836238474	0.08229166666666667	0.01
3	29	97	0.017884397879242897	0.0	0.00962830851943755	0.04375	0.01
3	30	98	0.022871410474181175	0.0	0.011780753968253968	0.05208333333333333	0.01
3	31	99	0.01793067902326584	0.0	0.014174679487179489	0.06666666666666667	0.01
3	32	100	0.014249813742935658	0.0	0.016422444493565183	0.08020833333333334	0.01
3	33	101	0.025936882942914963	0.0	0.00966183574879227	0.04583333333333334	0.01
3	34	102	0.015331952832639217	0.0	0.024514776925262858	0.103125	0.01
4	1	103	0.01885758526623249	0.0	0.021095942577635942	0.09999999999999999	0.01
4	2	104	0.018038755282759666	0.0	0.01970449133564122	0.075	0.01
4	3	105	0.015545321628451347	0.0	0.02523313492063492	0.11041666666666668	0.01
4	4	106	0.01458815298974514	0.0	0.01536405723905724	0.0625	0.01
4	5	107	0.0169037077575922	0.0	0.02313185656935657	0.10416666666666667	0.01
4	6	108	0.013604492880403996	0.0	0.027587398511311555	0.11875000000000001	0.01
4	7	109	0.014943121932446957	0.0	0.02257628693769998	0.10208333333333335	0.01
4	8	110	0.017256073653697968	0.0	0.015196734346484067	0.06458333333333333	0.01
4	9	111	0.015235316008329391	0.0	0.038285622453750084	0.18333333333333332	0.01
4	10	112	0.017963023856282234	0.0	0.025074589389105516	0.121875	0.01
4	11	113	0.01960325799882412	0.0	0.027336272631658026	0.13541666666666669	0.01
4	12	114	0.018202483654022217	0.0	0.021210689607546858	0.11874999999999998	0.01
4	13	115	0.0178461205214262	0.0	0.029714391113743834	0.1885416666666667	0.01
4	14	116	0.015104234218597412	0.0	0.022412065904580055	0.12083333333333333	0.01
4	15	117	0.0159993264824152	0.0	0.023384799614950148	0.13020833333333334	0.01
4	16	118	0.01410513836890459	0.0	0.018169429716566876	0.109375	0.01
4	17	119	0.015572404488921165	0.0	0.015530681110926522	0.08333333333333333	0.01
4	18	120	0.022208495065569878	0.0	0.012791452675228765	0.075	0.01
4	19	121	0.012724979780614376	0.0	0.008759273253516674	0.06249999999999999	0.01
4	20	122	0.01600690558552742	0.0	0.012800514445251286	0.08541666666666667	0.01
4	21	123	0.016290927305817604	0.0	0.018227279122185868	0.11875	0.01
4	22	124	0.016735738143324852	0.0	0.02121694118034884	0.14583333333333331	0.01
4	23	125	0.0270851943641901	0.0	0.018579121957674773	0.11666666666666667	0.01
4	24	126	0.022817205637693405	0.0	0.014697593919605307	0.08541666666666667	0.01
4	25	127	0.015542139299213886	0.0	0.014650223738721192	0.08541666666666665	0.01
4	26	128	0.021861759945750237	0.0	0.01930539456103452	0.12395833333333334	0.01
4	27	129	0.01675974391400814	0.0	0.005762987012987013	0.03125	0.01
4	28	130	0.0152689004316926	0.0	0.015291881917144078	0.08333333333333333	0.01
4	29	131	0.01830388233065605	0.0	0.007760331143951833	0.04375	0.01
4	30	132	0.020820677280426025	0.0	0.009402619949494949	0.05416666666666666	0.01
4	31	133	0.016770003363490105	0.0	0.011980176686059038	0.06666666666666667	0.01
4	32	134	0.01484659779816866	0.0	0.023772555263453034	0.1489583333333333	0.01
4	33	135	0.020436901599168777	0.0	0.01625913721501957	0.1	0.01
4	34	136	0.015636667609214783	0.0	0.02688275714137783	0.146875	0.01
5	1	137	0.019019411876797676	0.0	0.014382469501712923	0.10833333333333332	0.01
5	2	138	0.017121879383921623	0.0	0.022593598931508085	0.13125	0.01
5	3	139	0.01626763306558132	0.0	0.02964810954161867	0.1645833333333333	0.01
5	4	140	0.014769373461604118	0.0	0.01249941390027597	0.06770833333333333	0.01
5	5	141	0.015990780666470528	0.0	0.025560387994649103	0.13749999999999998	0.01
5	6	142	0.013909665867686272	0.0	0.021698901921175465	0.11875000000000001	0.01
5	7	143	0.01532257441431284	0.0	0.016609878581385934	0.10208333333333335	0.01
5	8	144	0.017576394602656364	0.0	0.016049491503120534	0.08541666666666667	0.01
5	9	145	0.015512678772211075	0.0	0.03531952784009694	0.23020833333333335	0.01
5	10	146	0.017733849585056305	0.0	0.022622713709410016	0.13749999999999998	0.01
5	11	147	0.017877845093607903	0.0	0.021302106002159805	0.14166666666666666	0.01
5	12	148	0.018466677516698837	0.0	0.017299480437597284	0.11666666666666665	0.01
5	13	149	0.017455238848924637	0.0	0.02354231112454797	0.178125	0.01
5	14	150	0.015339648351073265	0.0	0.020224207142811795	0.12916666666666668	0.01
5	15	151	0.015997981652617455	0.0	0.02620127615341739	0.171875	0.01
5	16	152	0.014168545603752136	0.0	0.014820110649243715	0.08333333333333333	0.01
5	17	153	0.015693489462137222	0.0	0.010313378481983132	0.06249999999999999	0.01
5	18	154	0.021415766328573227	0.0	0.016873530838189283	0.09791666666666665	0.01
5	19	155	0.012992520816624165	0.0	0.004784891598915989	0.03125	0.01
5	20	156	0.016118653118610382	0.0	0.00848824462623508	0.05416666666666666	0.01
5	21	157	0.016383573412895203	0.0	0.018222069044437468	0.12395833333333335	0.01
5	22	158	0.01688043400645256	0.0	0.025647686281842063	0.17708333333333337	0.01
5	23	159	0.02413490042090416	0.0	0.01712823908547593	0.10625000000000001	0.01
5	24	160	0.02151266299188137	0.0	0.01522326977142729	0.09583333333333333	0.01
5	25	161	0.015369338914752007	0.0	0.01079441391941392	0.075	0.01
5	26	162	0.0198499895632267	0.0	0.01363299495313007	0.08229166666666667	0.01
5	27	163	0.016240915283560753	0.0	0.008214238168888036	0.057291666666666664	0.01
5	28	164	0.015257629565894604	0.0	0.012889030219441804	0.08541666666666667	0.01
5	29	165	0.018794378265738487	0.0	0.010793953970948877	0.06666666666666667	0.01
5	30	166	0.02068854495882988	0.0	0.008640014499389498	0.05416666666666666	0.01
5	31	167	0.016723524779081345	0.0	0.013607618841751969	0.08541666666666668	0.01
5	32	168	0.014765231870114803	0.0	0.02057990706404019	0.13645833333333335	0.01
5	33	169	0.019665442407131195	0.0	0.015209428252906512	0.09791666666666665	0.01
5	34	170	0.015278765000402927	0.0	0.03283615993343348	0.21354166666666666	0.01
6	1	171	0.019429652020335197	0.0	0.01689482282429252	0.12916666666666665	0.01
6	2	172	0.01794203743338585	0.0	0.0175420655140769	0.10833333333333334	0.01
6	3	173	0.01622636802494526	0.0	0.024677812109420414	0.15416666666666665	0.01
6	4	174	0.014387167058885098	0.0	0.016526810454704194	0.103125	0.01
6	5	175	0.017116831615567207	0.0	0.02077357392693146	0.12499999999999999	0.01
6	6	176	0.014051840640604496	0.0	0.01969525659190033	0.11875	0.01
6	7	177	0.015262488275766373	0.0	0.015256133952254641	0.09375	0.01
6	8	178	0.017373643815517426	0.0	0.016247671429918883	0.09895833333333334	0.01
6	9	179	0.015502138994634151	0.0	0.037397088875467624	0.240625	0.01
6	10	180	0.017482474446296692	0.0	0.020080256588877278	0.10833333333333332	0.01
6	11	181	0.018768295645713806	0.0	0.02349508940281798	0.13125	0.01
6	12	182	0.018041640520095825	0.0	0.016934283794162827	0.08541666666666667	0.01
6	13	183	0.01727348379790783	0.0	0.03799380396377333	0.18333333333333332	0.01
6	14	184	0.015040460042655468	0.0	0.023162110424678736	0.11041666666666668	0.01
6	15	185	0.016204334795475006	0.0	0.010980902777777777	0.05208333333333333	0.01
6	16	186	0.014093234203755856	0.0	0.015309128064521768	0.09374999999999999	0.01
6	17	187	0.01525805238634348	0.0	0.012753308519437552	0.0625	0.01
6	18	188	0.024824639782309532	0.0	0.022388312863310573	0.11666666666666665	0.01
6	19	189	0.0125236501917243	0.0	0.010578213616089623	0.06770833333333333	0.01
6	20	190	0.01600814424455166	0.0	0.014452437951924954	0.08541666666666667	0.01
6	21	191	0.016124213114380836	0.0	0.021029364341991114	0.12083333333333333	0.01
6	22	192	0.017270969226956367	0.0	0.023550110190511245	0.14375000000000002	0.01
6	23	193	0.02808677963912487	0.0	0.009747899159663865	0.06458333333333333	0.01
6	24	194	0.025134503841400146	0.0	0.013984843281718283	0.08333333333333334	0.01
6	25	195	0.015353008173406124	0.0	0.015984330792862045	0.103125	0.01
6	26	196	0.01934242434799671	0.0	0.013987287334556883	0.09270833333333334	0.01
6	27	197	0.016834445297718048	0.0	0.007991747835497835	0.05208333333333333	0.01
6	28	198	0.015514051541686058	0.0	0.015899858779560527	0.11145833333333334	0.01
6	29	199	0.019097382202744484	0.0	0.007431596501296962	0.05625	0.01
6	30	200	0.020260276272892952	0.0	0.01388569933582511	0.08541666666666668	0.01
6	31	201	0.016901081427931786	0.0	0.018385940571212143	0.15104166666666666	0.01
6	32	202	0.014545075595378876	0.0	0.029594311312785723	0.24062499999999998	0.01
6	33	203	0.019855044782161713	0.0	0.021594694454177464	0.19583333333333333	0.01
6	34	204	0.015589428134262562	0.0	0.023703837712064336	0.17500000000000002	0.01
7	1	205	0.018652839586138725	0.0	0.01778579725262907	0.1864583333333333	0.01
7	2	206	0.01792127452790737	0.0	0.018258082512092218	0.15625	0.01
7	3	207	0.016257409006357193	0.0	0.023160502502143642	0.19583333333333333	0.01
7	4	208	0.015354198403656483	0.0	0.013041816015703941	0.11354166666666665	0.01
7	5	209	0.01655776984989643	0.0	0.022886614588066907	0.19479166666666667	0.01
7	6	210	0.014369548298418522	0.0	0.016209933921157563	0.13958333333333334	0.01
7	7	211	0.015888761729002	0.0	0.012790236141324483	0.1	0.01
7	8	212	0.018421173095703125	0.0	0.01323946832667763	0.10833333333333332	0.01
7	9	213	0.016103338450193405	0.0	0.01883876994338502	0.15833333333333333	0.01
7	10	214	0.01776435784995556	0.0	0.01284452876895439	0.10833333333333332	0.01
7	11	215	0.018781980499625206	0.0	0.016678081127809385	0.15208333333333332	0.01
7	12	216	0.01801859214901924	0.0	0.01904309147255992	0.16041666666666668	0.01
7	13	217	0.017647454515099525	0.0	0.021814968934324018	0.19375	0.01
7	14	218	0.015171857550740242	0.0	0.018039147308648584	0.134375	0.01
7	15	219	0.016394751146435738	0.0	0.014892768584087857	0.11458333333333334	0.01
7	16	220	0.014456301927566528	0.0	0.014255114662889052	0.10416666666666667	0.01
7	17	221	0.015490026213228703	0.0	0.013937270275517784	0.09375	0.01
7	18	222	0.021335819736123085	0.0	0.010908752015698159	0.075	0.01
7	19	223	0.01305503398180008	0.0	0.006696428571428572	0.046875	0.01
7	20	224	0.016307655721902847	0.0	0.010638066202090592	0.075	0.01
7	21	225	0.016252756118774414	0.0	0.021051885362513012	0.134375	0.01
7	22	226	0.016969121992588043	0.0	0.006616823476702508	0.04791666666666666	0.01
7	23	227	0.02412255108356476	0.0	0.013851732664736698	0.08541666666666667	0.01
7	24	228	0.020492464303970337	0.0	0.018239982646601566	0.10833333333333334	0.01
7	25	229	0.01553068496286869	0.0	0.015437177279947754	0.09583333333333333	0.01
7	26	230	0.020268283784389496	0.0	0.012637121037419053	0.09479166666666668	0.01
7	27	231	0.015277141705155373	0.0	0.008078459640959641	0.05208333333333333	0.01
7	28	232	0.015445256605744362	0.0	0.01727081503115865	0.11458333333333333	0.01
7	29	233	0.018816811963915825	0.0	0.008594037541405962	0.05625	0.01
7	30	234	0.020605651661753654	0.0	0.017628743027241767	0.10625000000000001	0.01
7	31	235	0.016332276165485382	0.0	0.013807784751882825	0.08958333333333335	0.01
7	32	236	0.014845158904790878	0.0	0.019060940443830807	0.14895833333333333	0.01
7	33	237	0.018771100789308548	0.0	0.02293586369806613	0.18541666666666667	0.01
7	34	238	0.015461931005120277	0.0	0.02954159987305032	0.20937499999999998	0.01
8	1	239	0.018215645104646683	0.0	0.016816935107376287	0.1552083333333333	0.01
8	2	240	0.016938598826527596	0.0	0.015849694447792176	0.12083333333333333	0.01
8	3	241	0.01611175201833248	0.0	0.030622190065124847	0.21875	0.01
8	4	242	0.015012500807642937	0.0	0.01400273714156909	0.10104166666666667	0.01
8	5	243	0.01620439440011978	0.0	0.02445674281073244	0.16874999999999998	0.01
8	6	244	0.01396000012755394	0.0	0.01794318386857842	0.11875000000000001	0.01
8	7	245	0.015503626316785812	0.0	0.011813162612581217	0.08958333333333335	0.01
8	8	246	0.0167975015938282	0.0	0.019873708532960218	0.146875	0.01
8	9	247	0.01583133451640606	0.0	0.021600848820270073	0.17083333333333334	0.01
8	10	248	0.017424803227186203	0.0	0.020942998777233872	0.15000000000000002	0.01
8	11	249	0.018568802624940872	0.0	0.019825753795853465	0.15416666666666667	0.01
8	12	250	0.018157528713345528	0.0	0.019593620813896158	0.14791666666666667	0.01
8	13	251	0.01756199263036251	0.0	0.019817974473625353	0.1625	0.01
8	14	252	0.015270616859197617	0.0	0.021364927354176392	0.14687500000000003	0.01
8	15	253	0.0162567850202322	0.0	0.01587861270575394	0.109375	0.01
8	16	254	0.014216180890798569	0.0	0.013105426167043625	0.08854166666666667	0.01
8	17	255	0.01607356406748295	0.0	0.009656097799480153	0.06249999999999999	0.01
8	18	256	0.02171626128256321	0.0	0.013607404937774296	0.0875	0.01
8	19	257	0.012709422968327999	0.0	0.017096704953584757	0.11145833333333333	0.01
8	20	258	0.01564466767013073	0.0	0.01779140672614041	0.10625000000000001	0.01
8	21	259	0.01634730026125908	0.0	0.016601717055346087	0.10833333333333335	0.01
8	22	260	0.016796709969639778	0.0	0.0195765543985366	0.1125	0.01
8	23	261	0.02262413501739502	0.0	0.01959645293597075	0.11666666666666665	0.01
8	24	262	0.020897390320897102	0.0	0.018637760037767924	0.10833333333333332	0.01
8	25	263	0.015384321101009846	0.0	0.01331503588105543	0.075	0.01
8	26	264	0.01924959570169449	0.0	0.016060168005299393	0.10312500000000001	0.01
8	27	265	0.015676893293857574	0.0	0.011127870928372235	0.06770833333333333	0.01
8	28	266	0.015301866456866264	0.0	0.02071061575656139	0.11979166666666666	0.01
8	29	267	0.01886025443673134	0.0	0.010518151868771064	0.06666666666666667	0.01
8	30	268	0.019732752814888954	0.0	0.012468193284975029	0.075	0.01
8	31	269	0.016550937667489052	0.0	0.014802865241127434	0.1	0.01
8	32	270	0.014635827392339706	0.0	0.022209441321233533	0.15729166666666666	0.01
8	33	271	0.01966150663793087	0.0	0.017747872560363597	0.12083333333333333	0.01
8	34	272	0.015473752282559872	0.0	0.03327071099392004	0.19375	0.01
9	1	273	0.017641451209783554	0.0	0.021623491912348046	0.165625	0.001
9	2	274	0.01666567660868168	0.0	0.020786694335598713	0.14375	0.001
9	3	275	0.015558995306491852	0.0	0.027420409734526117	0.17291666666666666	0.001
9	4	276	0.014563722535967827	0.0	0.022061607656119857	0.14270833333333333	0.001
9	5	277	0.015062100253999233	0.0	0.035879643702290576	0.22812499999999997	0.001
9	6	278	0.01338689774274826	0.0	0.030830986420189978	0.1625	0.001
9	7	279	0.01462725643068552	0.0	0.022918874663929834	0.15208333333333335	0.001
9	8	280	0.017333580181002617	0.0	0.020564438719548016	0.13645833333333332	0.001
9	9	281	0.015196401625871658	0.0	0.025861030856298633	0.17187499999999997	0.001
9	10	282	0.01727973483502865	0.0	0.013063606991500729	0.078125	0.001
9	11	283	0.01633959449827671	0.0	0.02491645228571599	0.15833333333333335	0.001
9	12	284	0.01672310382127762	0.0	0.030306173426577838	0.17291666666666664	0.001
9	13	285	0.015302274376153946	0.0	0.014344336219336219	0.09375	0.001
9	14	286	0.013877383433282375	0.0	0.020091926404930436	0.10416666666666667	0.001
9	15	287	0.015354017727077007	0.0	0.016050747730381794	0.09375	0.001
9	16	288	0.013021418824791908	0.0	0.013754390770519802	0.078125	0.001
9	17	289	0.014364304952323437	0.0	0.017131571803224947	0.09375	0.001
9	18	290	0.018123188987374306	0.0	0.018944089933889616	0.09583333333333333	0.001
9	19	291	0.012447692453861237	0.0	0.013352525408021098	0.08541666666666665	0.001
9	20	292	0.01403920166194439	0.0	0.023125148967167487	0.11875000000000001	0.001
9	21	293	0.014804135076701641	0.0	0.021287649064652105	0.11354166666666668	0.001
9	22	294	0.014695422723889351	0.0	0.026103767128516846	0.12916666666666665	0.001
9	23	295	0.019088653847575188	0.0	0.024213485295242802	0.11666666666666667	0.001
9	24	296	0.0182181429117918	0.0	0.014831912878787878	0.0875	0.001
9	25	297	0.013886856846511364	0.0	0.011581937888945676	0.06458333333333333	0.001
9	26	298	0.01628023386001587	0.0	0.01831530448717949	0.09791666666666667	0.001
9	27	299	0.014268242754042149	0.0	0.00500801282051282	0.020833333333333332	0.001
9	28	300	0.014052595011889935	0.0	0.014451848976305498	0.06979166666666667	0.001
9	29	301	0.016198156401515007	0.0	0.013284884715380404	0.06666666666666667	0.001
9	30	302	0.017874401062726974	0.0	0.027462448219795564	0.11458333333333334	0.001
9	31	303	0.014974351041018963	0.0	0.004032258064516129	0.02291666666666667	0.001
9	32	304	0.013883953914046288	0.0	0.00744047619047619	0.03645833333333333	0.001
9	33	305	0.01783634163439274	0.0	0.00994047619047619	0.04375	0.001
9	34	306	0.01481665950268507	0.0	0.012646321070234114	0.05208333333333333	0.001
10	1	307	0.017472757026553154	0.0	0.006944444444444444	0.041666666666666664	0.001
10	2	308	0.017035938799381256	0.0	0.00500801282051282	0.020833333333333332	0.001
10	3	309	0.015112490393221378	0.0	0.0182588656694894	0.08333333333333333	0.001
10	4	310	0.013813517987728119	0.0	0.005	0.020833333333333332	0.001
10	5	311	0.014720963314175606	0.0	0.014890010351966874	0.06666666666666667	0.001
10	6	312	0.01300867646932602	0.0	0.0	0.0	0.001
10	7	313	0.01444135420024395	0.0	0.0	0.0	0.001
10	8	314	0.01682196371257305	0.0	0.009368131868131867	0.04583333333333334	0.001
10	9	315	0.014531107619404793	0.0	0.01193019943019943	0.05416666666666667	0.001
