epoch	batch	iter	loss	acc	lr
0	1	-34	3.695929765701294	0.49816176295280457	0.1
0	2	-33	30.430999755859375	0.9993691444396973	0.1
0	3	-32	15.985580444335938	0.9995154142379761	0.1
0	4	-31	19.972383499145508	0.9994986653327942	0.1
0	5	-30	9.855207443237305	0.9994360208511353	0.1
0	6	-29	8.02385425567627	0.9994485378265381	0.1
0	7	-28	5.486410140991211	0.9995279312133789	0.1
0	8	-27	14.061885833740234	0.9995112419128418	0.1
0	9	-26	9.416834831237793	0.9994736313819885	0.1
0	10	-25	5.4168901443481445	0.9994443655014038	0.1
0	11	-24	2.5738892555236816	0.9994401931762695	0.1
0	12	-23	3.033195734024048	0.9993858337402344	0.1
0	13	-22	5.811344623565674	0.9992855787277222	0.1
0	14	-21	4.5334792137146	0.9992647171020508	0.1
0	15	-20	5.348639965057373	0.9993900060653687	0.1
0	16	-19	2.7650930881500244	0.999364972114563	0.1
0	17	-18	2.7676565647125244	0.9994819164276123	0.1
0	18	-17	2.0393903255462646	0.9994903802871704	0.1
0	19	-16	1.2747377157211304	0.9994067549705505	0.1
0	20	-15	1.3204799890518188	0.9991142749786377	0.1
0	21	-14	1.1490987539291382	0.999089241027832	0.1
0	22	-13	0.5914978384971619	0.9987800717353821	0.1
0	23	-12	2.8653485774993896	0.9993733167648315	0.1
0	24	-11	1.5278785228729248	0.99918532371521	0.1
0	25	-10	0.9819544553756714	0.9988301992416382	0.1
0	26	-9	1.3675440549850464	0.9989304542541504	0.1
0	27	-8	1.1355363130569458	0.99775230884552	0.1
0	28	-7	0.42798539996147156	0.9974765777587891	0.1
0	29	-6	0.8780134320259094	0.9979695677757263	0.1
0	30	-5	0.3703072965145111	0.9989973306655884	0.1
0	31	-4	0.389602929353714	0.9992061853408813	0.1
0	32	-3	0.7210988998413086	0.999302327632904	0.1
0	33	-2	0.3591293692588806	0.9991978406906128	0.1
0	34	-1	0.47097402811050415	0.9992855787277222	0.1
0	35	0	0.010208282619714737	0.9982620477676392	0.1
1	1	1	0.2422424703836441	0.9993566274642944	0.1
1	2	2	0.5914405584335327	0.9994694590568542	0.1
1	3	3	0.1868010312318802	0.9980489015579224	0.1
1	4	4	0.5669000148773193	0.9993566274642944	0.1
1	5	5	0.20230841636657715	0.9995237588882446	0.1
1	6	6	0.2117403745651245	0.9994819760322571	0.1
1	7	7	0.09462566673755646	0.9993398785591125	0.1
1	8	8	0.653304398059845	0.9994652271270752	0.1
1	9	9	0.17429381608963013	0.9989597201347351	0.1
1	10	10	0.10607913136482239	0.9983915090560913	0.1
1	11	11	0.08915561437606812	0.999331533908844	0.1
1	12	12	0.22637635469436646	0.9994819164276123	0.1
1	13	13	0.5488625764846802	0.9994986653327942	0.1
1	14	14	0.181644469499588	0.999511182308197	0.1
1	15	15	0.1462809145450592	0.9992480278015137	0.1
1	16	16	0.09018976241350174	0.9989137649536133	0.1
1	17	17	0.21562154591083527	0.9993398785591125	0.1
1	18	18	0.19413453340530396	0.9988719820976257	0.1
1	19	19	0.13585186004638672	0.9975643754005432	0.1
1	20	20	0.15287411212921143	0.9994860887527466	0.1
1	21	21	0.1712622344493866	0.9994443655014038	0.1
1	22	22	0.08354438096284866	0.9993816614151001	0.1
1	23	23	0.39188194274902344	0.9994068145751953	0.1
1	24	24	0.18082353472709656	0.9989054203033447	0.1
1	25	25	0.055724769830703735	0.9991644024848938	0.1
1	26	26	0.12165535241365433	0.9994693994522095	0.1
1	27	27	0.2023637890815735	0.9985126852989197	0.1
1	28	28	0.05463799461722374	0.9988887310028076	0.1
1	29	29	0.14081652462482452	0.9994693994522095	0.1
1	30	30	0.07467171549797058	0.9995154142379761	0.1
1	31	31	0.05216420069336891	0.9994903206825256	0.1
1	32	32	0.17405299842357635	0.999364972114563	0.1
1	33	33	0.15438248217105865	0.9986840486526489	0.1
1	34	34	0.17265135049819946	0.9995195269584656	0.1
1	35	35	0.010593747720122337	0.999331533908844	0.1
2	1	36	0.096262127161026	0.9995362758636475	0.1
2	2	37	0.1935882270336151	0.9995947480201721	0.1
2	3	38	0.03100597858428955	0.9994234442710876	0.1
2	4	39	0.13454358279705048	0.9991894960403442	0.1
2	5	40	0.07806980609893799	0.9991059303283691	0.1
2	6	41	0.10236689448356628	0.9994443655014038	0.1
2	7	42	0.04419587552547455	0.9994693994522095	0.1
2	8	43	0.25957006216049194	0.9995070695877075	0.1
2	9	44	0.09696751087903976	0.9991477131843567	0.1
2	10	45	0.039485082030296326	0.9991936683654785	0.1
2	11	46	0.04732927307486534	0.9994778037071228	0.1
2	12	47	0.08539503812789917	0.999573826789856	0.1
2	13	48	0.25867167115211487	0.9994652271270752	0.1
2	14	49	0.08955511450767517	0.9991185069084167	0.1
2	15	50	0.10767153650522232	0.9985127449035645	0.1
2	16	51	0.10681422799825668	0.9994610548019409	0.1
2	17	52	0.23351022601127625	0.9995529651641846	0.1
2	18	53	0.17948715388774872	0.9994986653327942	0.1
2	19	54	0.061704982072114944	0.9994443655014038	0.1
2	20	55	0.05261437967419624	0.9994610548019409	0.1
2	21	56	0.06477757543325424	0.999511182308197	0.1
2	22	57	0.03554830327630043	0.9994193315505981	0.1
2	23	58	0.21123363077640533	0.9993691444396973	0.1
2	24	59	0.1293967068195343	0.9982244372367859	0.1
2	25	60	0.0530257374048233	0.999055802822113	0.1
2	26	61	0.12624189257621765	0.9994819164276123	0.1
2	27	62	0.11765642464160919	0.9994276762008667	0.1
2	28	63	0.04087808355689049	0.9990683197975159	0.1
2	29	64	0.08511608839035034	0.9992020130157471	0.1
2	30	65	0.062333833426237106	0.9991101026535034	0.1
2	31	66	0.05488917604088783	0.9993064999580383	0.1
2	32	67	0.1560477316379547	0.9994109272956848	0.1
2	33	68	0.06448142975568771	0.9987633228302002	0.1
2	34	69	0.07353148609399796	0.9990725517272949	0.1
2	35	70	0.0009959677699953318	0.9996657967567444	0.1
3	1	71	0.10330558568239212	0.9995779991149902	0.1
3	2	72	0.18543864786624908	0.9995279312133789	0.1
3	3	73	0.03473358228802681	0.9994944334030151	0.1
3	4	74	0.09799186885356903	0.9993607997894287	0.1
3	5	75	0.044832583516836166	0.9994610548019409	0.1
3	6	76	0.05744029954075813	0.9993189573287964	0.1
3	7	77	0.022655243054032326	0.9994443655014038	0.1
3	8	78	0.14274756610393524	0.9993691444396973	0.1
3	9	79	0.1229073777794838	0.9987508058547974	0.1
3	10	80	0.07026118040084839	0.9994235038757324	0.1
3	11	81	0.05130955949425697	0.9994735717773438	0.1
3	12	82	0.06266365945339203	0.9995112419128418	0.1
3	13	83	0.18033552169799805	0.9993900060653687	0.1
3	14	84	0.0805012509226799	0.9992563128471375	0.1
3	15	85	0.08412758260965347	0.9989472031593323	0.1
3	16	86	0.07216685265302658	0.9992730617523193	0.1
3	17	87	0.14170922338962555	0.9995864033699036	0.1
3	18	88	0.07958415150642395	0.9993942379951477	0.1
3	19	89	0.11125531792640686	0.998128354549408	0.1
3	20	90	0.14786116778850555	0.999431848526001	0.1
3	21	91	0.2360869199037552	0.9995153546333313	0.1
3	22	92	0.12305772304534912	0.9995112419128418	0.1
3	23	93	0.45818331837654114	0.9995362758636475	0.1
3	24	94	0.24496184289455414	0.9994235038757324	0.1
3	25	95	0.1469484120607376	0.9994360208511353	0.1
3	26	96	0.19143426418304443	0.9993941783905029	0.1
3	27	97	0.18734110891819	0.9994276762008667	0.1
3	28	98	0.07451166212558746	0.9992354512214661	0.1
3	29	99	0.14374059438705444	0.9992730617523193	0.1
3	30	100	0.10537785291671753	0.9990432262420654	0.1
3	31	101	0.07898128777742386	0.999151885509491	0.1
3	32	102	0.29564082622528076	0.9993482828140259	0.1
3	33	103	0.12360241264104843	0.9992061853408813	0.1
3	34	104	0.09347427636384964	0.9989472031593323	0.1
3	35	105	0.007361502852290869	0.9992647171020508	0.1
4	1	106	0.12790852785110474	0.9993607997894287	0.1
4	2	107	0.18746308982372284	0.9994610548019409	0.1
4	3	108	0.08582475036382675	0.9991059303283691	0.1
4	4	109	0.17557232081890106	0.999218761920929	0.1
4	5	110	0.1316629946231842	0.999364972114563	0.1
4	6	111	0.14730815589427948	0.9994568824768066	0.1
4	7	112	0.06137987971305847	0.9994025826454163	0.1
4	8	113	0.18997074663639069	0.9994693994522095	0.1
4	9	114	0.10586138069629669	0.9990181922912598	0.1
4	10	115	0.03673488646745682	0.9988552927970886	0.1
4	11	116	0.036467477679252625	0.9994150996208191	0.1
4	12	117	0.09056254476308823	0.9994568824768066	0.1
4	13	118	0.28128349781036377	0.9994150996208191	0.1
4	14	119	0.09608494490385056	0.9992939233779907	0.1
4	15	120	0.11245401948690414	0.99887615442276	0.1
4	16	121	0.060448095202445984	0.999331533908844	0.1
4	17	122	0.17299534380435944	0.9995321035385132	0.1
4	18	123	0.10696427524089813	0.9993064999580383	0.1
4	19	124	0.085124172270298	0.9983623027801514	0.1
4	20	125	0.08682767301797867	0.9994150996208191	0.1
4	21	126	0.13193020224571228	0.9994819164276123	0.1
4	22	127	0.03992993384599686	0.9995613098144531	0.1
4	23	128	0.10907680541276932	0.9995654821395874	0.1
4	24	129	0.06493567675352097	0.999298095703125	0.1
4	25	130	0.05546803027391434	0.9991435408592224	0.1
4	26	131	0.10393699258565903	0.9993064999580383	0.1
4	27	132	0.10048343241214752	0.9994193315505981	0.1
4	28	133	0.05472308769822121	0.9992730617523193	0.1
4	29	134	0.1018146350979805	0.9993064403533936	0.1
4	30	135	0.06924375891685486	0.9993566274642944	0.1
4	31	136	0.06907644122838974	0.9993315935134888	0.1
4	32	137	0.2002674788236618	0.9993691444396973	0.1
4	33	138	0.11412902921438217	0.9993148446083069	0.1
4	34	139	0.12120642513036728	0.9987132549285889	0.1
4	35	140	0.01422878447920084	0.9984625577926636	0.1
5	1	141	0.07481802254915237	0.9994693994522095	0.1
5	2	142	0.16193078458309174	0.9994235038757324	0.1
5	3	143	0.04043960198760033	0.9995195865631104	0.1
5	4	144	0.07734892517328262	0.9993691444396973	0.1
5	5	145	0.06386885046958923	0.9993983507156372	0.1
5	6	146	0.06783345341682434	0.9994903206825256	0.1
5	7	147	0.0504889190196991	0.9991644620895386	0.1
5	8	148	0.178727388381958	0.9991685748100281	0.1
5	9	149	0.14684699475765228	0.9992605447769165	0.1
5	10	150	0.08605600148439407	0.9984834790229797	0.1
5	11	151	0.04351823776960373	0.9992396235466003	0.1
5	12	152	0.09455129504203796	0.9994568824768066	0.1
5	13	153	0.2180142104625702	0.9994902610778809	0.1
5	14	154	0.10230889171361923	0.9994652271270752	0.1
5	15	155	0.060124702751636505	0.9994066953659058	0.1
5	16	156	0.06550288945436478	0.9991435408592224	0.1
5	17	157	0.13306750357151031	0.9996156692504883	0.1
5	18	158	0.14118169248104095	0.9995487928390503	0.1
5	19	159	0.08357855677604675	0.9994401931762695	0.1
5	20	160	0.07770877331495285	0.9988762140274048	0.1
5	21	161	0.0706552267074585	0.999431848526001	0.1
5	22	162	0.03905665874481201	0.9995905756950378	0.1
5	23	163	0.1992024928331375	0.9995487928390503	0.1
5	24	164	0.08652525395154953	0.9995404481887817	0.1
5	25	165	0.044144026935100555	0.9993190169334412	0.1
5	26	166	0.054759394377470016	0.9993733167648315	0.1
5	27	167	0.08460104465484619	0.9994192719459534	0.1
5	28	168	0.06250369548797607	0.9992563724517822	0.1
5	29	169	0.11503427475690842	0.9993064999580383	0.1
5	30	170	0.11727531999349594	0.9984793066978455	0.1
5	31	171	0.08353730291128159	0.9993816614151001	0.1
5	32	172	0.1549489051103592	0.9994944930076599	0.1
5	33	173	0.1337895542383194	0.9994861483573914	0.1
5	34	174	0.08001097291707993	0.9993607997894287	0.1
5	35	175	0.005982817150652409	0.9994652271270752	0.1
6	1	176	0.11043893545866013	0.9988970756530762	0.1
6	2	177	0.2553170919418335	0.9995487928390503	0.1
6	3	178	0.15305475890636444	0.9995404481887817	0.1
6	4	179	0.17879776656627655	0.9994693994522095	0.1
6	5	180	0.13176123797893524	0.999511182308197	0.1
6	6	181	0.16534733772277832	0.9994276762008667	0.1
6	7	182	0.08887087553739548	0.9993315935134888	0.1
6	8	183	0.16081584990024567	0.9993983507156372	0.1
6	9	184	0.16688993573188782	0.999298095703125	0.1
6	10	185	0.10560635477304459	0.9989889860153198	0.1
6	11	186	0.07204584777355194	0.9989889860153198	0.1
6	12	187	0.11317259073257446	0.9994610548019409	0.1
6	13	188	0.20199008285999298	0.999444305896759	0.1
6	14	189	0.15778885781764984	0.9993733167648315	0.1
6	15	190	0.20816843211650848	0.9990850687026978	0.1
6	16	191	0.11788689345121384	0.9991268515586853	0.1
6	17	192	0.1113065704703331	0.999544620513916	0.1
6	18	193	0.12687218189239502	0.9995028376579285	0.1
6	19	194	0.08324814587831497	0.9994317889213562	0.1
