epoch	loss	Accuracy	Precision	Recall	lr
0	0.13463377322563352	0.0	0.047716185425765126	0.1639705882352941	0.01
1	0.030402498484096107	0.0	0.02363870776605118	0.1478860294117647	0.01
2	0.020232832826235714	0.0	0.017306769431425662	0.07221200980392159	0.01
3	0.018420190879088992	0.0	0.016963986938395906	0.07012867647058824	0.01
4	0.017337801071869975	0.0	0.01909260838716776	0.10303308823529414	0.01
5	0.017067527644993627	0.0	0.017772148661370068	0.11197916666666669	0.01
6	0.017432919456897414	0.0	0.01852678250735479	0.11602328431372548	0.01
7	0.017151215743711767	0.0	0.015903306047138393	0.12178308823529414	0.01
8	0.01692262420649914	0.0	0.01789128065237787	0.12184436274509806	0.01
9	0.015523121883983122	0.0	0.018930262674504043	0.10839460784313729	0.001
10	0.01539874728769064	0.0	0.008977559353374248	0.037040441176470595	0.001
11	0.015300736050395405	0.0	0.007479997974736648	0.02509191176470588	0.001
12	0.015231787418837057	0.0	0.00946763344515063	0.025857843137254893	0.001
13	0.015188914312816718	0.0	0.00977217875515943	0.024632352941176473	0.001
14	0.015138042323729572	0.0	0.014083047118311591	0.029595588235294106	0.001
15	0.015107420464868055	0.0	0.011145915273305919	0.022640931372549022	0.0001
16	0.015042096924255876	0.0	0.011494185223569101	0.02503063725490196	0.0001
17	0.014957934042767566	0.0	0.014079062239688715	0.027328431372549016	0.0001
18	0.014974642873686902	0.0	0.01527515831897248	0.029779411764705874	0.0001
19	0.014972374117111458	0.0	0.014733409637982978	0.028737745098039214	0.0001
20	0.014985840904581197	0.0	0.012591088013554273	0.024999999999999994	0.0001
21	0.01493335422128439	0.0	0.012573439804588924	0.024877450980392155	1e-05
22	0.014970910351942568	0.0	0.011734892179680661	0.023805147058823525	1e-05
23	0.014965764274272849	0.0	0.010938298225561275	0.022640931372549012	1e-05
24	0.014899597996298005	0.0	0.013976170529093345	0.025183823529411762	1e-05
25	0.014889342162538977	0.0	0.011819984031756702	0.024172794117647053	1e-05
26	0.014981514281209777	0.0	0.014619054350175631	0.02689950980392157	1e-05
27	0.014909889685976155	0.0	0.01237513322167472	0.0253063725490196	1.0000000000000002e-06
28	0.014964912853696766	0.0	0.013438809424427933	0.024999999999999998	1.0000000000000002e-06
29	0.014899301945286639	0.0	0.013265478037235228	0.028431372549019597	1.0000000000000002e-06
30	0.014890135841115433	0.0	0.013542031380098782	0.029074754901960785	1.0000000000000002e-06
31	0.01492656855022206	0.0	0.013717764259643437	0.027481617647058827	1.0000000000000002e-06
32	0.014973451876465012	0.0	0.010848629665941517	0.022732843137254904	1.0000000000000002e-06
33	0.014941957834012368	0.0	0.012757893405187173	0.025367647058823523	1.0000000000000002e-07
34	0.015054149005342932	0.0	0.012771576062244884	0.02518382352941176	1.0000000000000002e-07
35	0.014951454009860754	0.0	0.011438165802622982	0.023314950980392147	1.0000000000000002e-07
36	0.014962107874453068	0.0	0.014048022698868356	0.027328431372549013	1.0000000000000002e-07
37	0.014998401624753195	0.0	0.013756982896980016	0.02631740196078432	1.0000000000000002e-07
38	0.014969024560688174	0.0	0.014351822648139915	0.028278186274509804	1.0000000000000002e-07
39	0.014980826088610818	0.0	0.011777529412565723	0.02435661764705882	1.0000000000000004e-08
40	0.0149091469562229	0.0	0.01403716162218588	0.028553921568627443	1.0000000000000004e-08
41	0.014900576241095276	0.0	0.014382227433071998	0.026133578431372543	1.0000000000000004e-08
42	0.014893041540156393	0.0	0.013796398948365134	0.025428921568627447	1.0000000000000004e-08
43	0.014896685887566385	0.0	0.01318521840040006	0.0258578431372549	1.0000000000000004e-08
44	0.01499680128386792	0.0	0.015217113411033004	0.027144607843137252	1.0000000000000004e-08
45	0.015012058292460792	0.0	0.010726162964923971	0.022181372549019612	1.0000000000000004e-08
46	0.014879173818318284	0.0	0.014149695300397442	0.028124999999999994	1.0000000000000004e-08
47	0.014977116932106368	0.0	0.014509724388571964	0.026960784313725485	1.0000000000000004e-08
48	0.014958811896469663	0.0	0.01368365227125523	0.028186274509803915	1.0000000000000004e-08
49	0.014985121348324944	0.0	0.010784152922140083	0.023223039215686275	1.0000000000000004e-08
50	0.014917636344976285	0.0	0.011974922805358404	0.021875000000000002	1.0000000000000004e-08
51	0.014924469047828633	0.0	0.014710716989714911	0.02806372549019607	1.0000000000000004e-08
52	0.014898517908638014	0.0	0.012262159708335841	0.024571078431372545	1.0000000000000004e-08
53	0.01490961154922843	0.0	0.01252493619812016	0.024846813725490195	1.0000000000000004e-08
54	0.01483717908644501	0.0	0.013970529967374233	0.0275735294117647	1.0000000000000004e-08
55	0.014993909445098218	0.0	0.013392885080504595	0.026378676470588232	1.0000000000000004e-08
56	0.014962876626454732	0.0	0.014921137433472956	0.029381127450980392	1.0000000000000004e-08
57	0.014932384303606609	0.0	0.01301583112045687	0.025888480392156858	1.0000000000000004e-08
58	0.014965437380049159	0.0	0.01645074628635797	0.027512254901960787	1.0000000000000004e-08
59	0.014915665967718643	0.0	0.013816669394702715	0.02729779411764705	1.0000000000000004e-08
60	0.014974010943928185	0.0	0.014864241456220895	0.029411764705882353	1.0000000000000004e-08
61	0.0149617594502428	0.0	0.012155305689924222	0.025582107843137254	1.0000000000000004e-08
62	0.01489497606149491	0.0	0.012531706008104888	0.02579656862745098	1.0000000000000004e-08
63	0.014888256295200656	0.0	0.011902041845157132	0.0235906862745098	1.0000000000000004e-08
64	0.014959255315582542	0.0	0.013793553712142085	0.027144607843137256	1.0000000000000004e-08
65	0.01488464796806083	0.0	0.013622942502657604	0.0251531862745098	1.0000000000000004e-08
66	0.014999312047353563	0.0	0.013012305022953127	0.024172794117647053	1.0000000000000004e-08
67	0.01498547733268317	0.0	0.014135271838786682	0.02662377450980392	1.0000000000000004e-08
68	0.014919311356018572	0.0	0.013843812934283606	0.026286764705882353	1.0000000000000004e-08
69	0.014951061758705798	0.0	0.01107596306605011	0.024877450980392152	1.0000000000000004e-08
70	0.014901763074757421	0.0	0.011959448700748568	0.02787990196078431	1.0000000000000004e-08
71	0.014939594274277197	0.0	0.012486166426705489	0.025980392156862743	1.0000000000000004e-08
72	0.014898086706285967	0.0	0.011636005888233965	0.025214460784313723	1.0000000000000004e-08
73	0.014859080752905677	0.0	0.013560253864629772	0.02647058823529411	1.0000000000000004e-08
74	0.014934990883750074	0.0	0.015513863814591092	0.028890931372549014	1.0000000000000004e-08
75	0.014988662401104675	0.0	0.012005644418057916	0.024540441176470588	1.0000000000000004e-08
76	0.014863219714778312	0.0	0.012451856055408408	0.027022058823529413	1.0000000000000004e-08
77	0.014968321850413786	0.0	0.012423822484603761	0.0235906862745098	1.0000000000000004e-08
78	0.01493881322333918	0.0	0.01374629842325881	0.028308823529411758	1.0000000000000004e-08
79	0.014998886022059357	0.0	0.012632720831261995	0.02337622549019607	1.0000000000000004e-08
80	0.014958006192875259	0.0	0.012505072262302843	0.024571078431372545	1.0000000000000004e-08
81	0.014906104024061385	0.0	0.012953332880994895	0.02506127450980392	1.0000000000000004e-08
82	0.01498826636987574	0.0	0.012595863923177937	0.025551470588235287	1.0000000000000004e-08
83	0.014942868667490342	0.0	0.013307890528511055	0.0253063725490196	1.0000000000000004e-08
84	0.014914606314371614	0.0	0.015159935730599657	0.028645833333333325	1.0000000000000004e-08
85	0.014833308756351471	0.0	0.015270301717015655	0.02990196078431373	1.0000000000000004e-08
86	0.014846329905969255	0.0	0.014375337113752816	0.02723651960784314	1.0000000000000004e-08
87	0.01500129362787394	0.0	0.013708594729270612	0.028982843137254903	1.0000000000000004e-08
88	0.01485265333972433	0.0	0.013058993182446185	0.02475490196078431	1.0000000000000004e-08
89	0.014938395799082868	0.0	0.014847225530684578	0.027267156862745088	1.0000000000000004e-08
90	0.014873805483255316	0.0	0.011727466174871587	0.02469362745098039	1.0000000000000004e-08
91	0.014935246066135518	0.0	0.015164731632872679	0.02953431372549019	1.0000000000000004e-08
92	0.014924318721408354	0.0	0.015093510042586793	0.028308823529411768	1.0000000000000004e-08
93	0.014860198805656503	0.0	0.01481691751313348	0.02950367647058823	1.0000000000000004e-08
94	0.015000608174459022	0.0	0.012505816950262358	0.025183823529411755	1.0000000000000004e-08
95	0.01487072154550868	0.0	0.012886681894020603	0.026838235294117635	1.0000000000000004e-08
96	0.014914167332736886	0.0	0.015726544559734667	0.028431372549019597	1.0000000000000004e-08
97	0.014996212578433402	0.0	0.013017682641057819	0.025459558823529408	1.0000000000000004e-08
98	0.015080666799536523	0.0	0.011415664436018765	0.02306985294117647	1.0000000000000004e-08
99	0.014927550136823864	0.0	0.013388399974688901	0.026501225490196078	1.0000000000000004e-08
